Ticker,Name,Exchange
ANCB,Anchor Bancorp,NASDAQ
ANCI,American Caresource Holdings,NASDAQ
ANCX,Access National Corp.,NASDAQ
ANDA,Andina Acquisition Corporation,NASDAQ
ANDAU,Andina Acquisition Corporation,NASDAQ
ANDAW,Andina Acquisition Corporation,NASDAQ
ANDE,The Andersons,NASDAQ
ANEN,Anaren,NASDAQ
ANGI,Angie's List Inc.,NASDAQ
ANGO,Angiodynamics,NASDAQ
ANIK,Anika Therapeutics Inc.,NASDAQ
ANIP,Ani Pharmaceuticals Inc.,NASDAQ
ANLY,Analysts International Corp.,NASDAQ
ANSS,Ansys,NASDAQ
ANTH,Anthera Pharmaceuticals,NASDAQ
ANTP,Phazar Corp,NASDAQ
AOSL,Alpha And Omega Semiconductor,NASDAQ
APAGF,Apco Oil And Gas International,NASDAQ
APEI,American Public Education,NASDAQ
APFC,American Pacific Corp.,NASDAQ
APOG,Apogee Enterprises,NASDAQ
APOL,Apollo Group,NASDAQ
APPY,Aspenbio Pharma,NASDAQ
APRI,Apricus Biosciences Inc,NASDAQ
APSA,Alto Palermo S.A.,NASDAQ
APWC,Asia Pac Wire &Cable,NASDAQ
AQU,Aquasition Corp.,NASDAQ
AQUUU,Aquasition Corp.,NASDAQ
AQUUW,Aquasition Corp.,NASDAQ
ARAY,Accuray Incorporated,NASDAQ
ARCC,Ares Capital Corp.,NASDAQ
ARCI,Appliance Recycling Centers,NASDAQ
ARCP,American Realty Capital Propert,NASDAQ
ARCW,Arc Wireless Solutions,NASDAQ
ARDNA,Arden Group,NASDAQ
AREX,Approach Resources Inc.,NASDAQ
ARIA,Ariad Pharmaceuticals,NASDAQ
ARII,American Railcar Industries,NASDAQ
ARKR,Ark Restaurants,NASDAQ
ARLP,Alliance Resource Partners L.P.,NASDAQ
ARMH,Arm Holdings Plc,NASDAQ
ARNA,Arena Pharmaceuticals,NASDAQ
AROW,Arrow Financial Corp.,NASDAQ
ARQL,Arqule,NASDAQ
ARRS,Arris Group Inc,NASDAQ
ARRY,Array Biopharma Inc.,NASDAQ
ARTC,Arthrocare Corp.,NASDAQ
ARTNA,Artesian Resources Corp.,NASDAQ
ARTW,Art'S-Way Manufacturing Co.,NASDAQ
ARTX,Arotech Corp.,NASDAQ
ARUN,Aruba Networks,NASDAQ
ARWR,Arrowhead Research Corp.,NASDAQ
ASBB,Asb Bancorp Inc.,NASDAQ
ASBC,Associated Banc-Corp,NASDAQ
ASBCW,Associated Banc-Corp,NASDAQ
ASBI,Ameriana Bancorp,NASDAQ
ASCA,Ameristar Casinos,NASDAQ
ASCMA,Ascent Media Corp.,NASDAQ
ASDR,Velocityshares Emerging Asia Dr,NASDAQ
ASEI,American Science And Engineering,NASDAQ
ASFI,Asta Funding,NASDAQ
ASIA,Asiainfo-Linkage,NASDAQ
ASMI,Asm International N.V.,NASDAQ
ASML,Asml Holding N.V.,NASDAQ
ASNA,Ascena Retail Group,NASDAQ
ASPS,Altisource Portfolio Solutions S.A.,NASDAQ
ASRV,Ameriserv Financial Inc.,NASDAQ
ASRVP,Ameriserv Financial Inc.,NASDAQ
ASTC,Astrotech Corp.,NASDAQ
ASTE,Astec Industries,NASDAQ
ASTI,Ascent Solar Technologies,NASDAQ
ASTM,Aastrom Biosciences,NASDAQ
ASTX,Astex Pharmaceuticals Inc,NASDAQ
ASUR,Asure Software Inc,NASDAQ
ASYS,Amtech Systems,NASDAQ
ATAI,Ata Inc.,NASDAQ
ATAX,America First Tax Exempt L.P.,NASDAQ
ATEA,Astea International,NASDAQ
ATEC,Alphatec Holdings,NASDAQ
ATHN,Athenahealth,NASDAQ
ATHX,Athersys,NASDAQ
ATLC,Atlanticus Holdings Corp.,NASDAQ
ATLO,Ames National Corp.,NASDAQ
ATMI,Atmi Inc.,NASDAQ
ATML,Atmel Corp.,NASDAQ
ATNI,Atlantic Tele-Network,NASDAQ
ATNY,Api Technologies,NASDAQ
ATOS,Atossa Genetics Inc.,NASDAQ
ATRC,Atricure,NASDAQ
ATRI,Atrion Corp.,NASDAQ
ATRM,Aetrium Inc.,NASDAQ
ATRO,Astronics Corp.,NASDAQ
ATRS,Antares Pharma,NASDAQ
ATSG,Air Transport Services Group Inc,NASDAQ
ATTU,Attunity Ltd,NASDAQ
ATVI,Activision Blizzard Inc,NASDAQ
ATX,Cross [A.T.] Company,NASDAQ
AUBN,Auburn National Bancorporation,NASDAQ
AUDC,Audiocodes Ltd,NASDAQ
AUXL,Auxilium Pharmaceuticals,NASDAQ
AVAV,Aerovironment,NASDAQ
AVEO,Aveo Pharmaceuticals,NASDAQ
AVGO,Avago Technologies,NASDAQ
AVHI,Av Homes Inc,NASDAQ
AVID,Avid Technology,NASDAQ
AVNR,Avanir Pharmaceuticals Inc,NASDAQ
AVNW,Aviat Networks,NASDAQ
AWAY,Homeaway Inc.,NASDAQ
AWRE,Aware,NASDAQ
AXAS,Abraxas Petroleum Corp.,NASDAQ
AXDX,Accelerate Diagnostics Inc.,NASDAQ
AXFN,ACWI Ex-US Financials MSCI Ishares,NASDAQ
AXGN,Lectec Corp,NASDAQ
AXJS,AC Asia Ex Japan Smallcap MSCI Ishares,NASDAQ
AXTI,Axt Inc,NASDAQ
AZPN,Aspen Technology,NASDAQ
BABY,Natus Medical Inc.,NASDAQ
BAGL,Einstein Noah Restaurant Group,NASDAQ
BAGR,Diversified Restaurant Holdings Inc.,NASDAQ
BAMM,Books-A-Million,NASDAQ
BANC,First Pactrust Bancorp,NASDAQ
BANCL,First Pactrust Bancorp Inc.,NASDAQ
BANCP,First Pactrust Bancorp Inc.,NASDAQ
BANF,Bancfirst Corp.,NASDAQ
BANFP,Bancfirst Corp.,NASDAQ
BANR,Banner Corp.,NASDAQ
BASI,Bioanalytical Systems,NASDAQ
BAXS,Baxano Surgical Inc.,NASDAQ
BBBY,Bed Bath & Beyond Inc.,NASDAQ
BBCN,Bbcn Bancorp Inc,NASDAQ
BBEP,Breitburn Energy Partners L.P.,NASDAQ
BBGI,Beasley Broadcast Group,NASDAQ
BBNK,Bridge Capital Holdings,NASDAQ
BBOX,Black Box Corp.,NASDAQ
BBRG,Bravo Brio Restaurant Group,NASDAQ
BBRY,Blackberry Limited,NASDAQ
BBSI,Barrett Business Services,NASDAQ
BCBP,Bcb Bancorp Inc. [Nj],NASDAQ
BCOM,B Communications Ltd,NASDAQ
BCOR,Blucora Inc.,NASDAQ
BCOV,Brightcove Inc.,NASDAQ
BCPC,Balchem Corp.,NASDAQ
BCRX,Biocryst Pharmaceuticals,NASDAQ
BCSB,Bcsb Bancorp,NASDAQ
BDBD,Boulder Brands Inc,NASDAQ
BDE,Black Diamond,NASDAQ
BDGE,Bridge Bancorp,NASDAQ
BDMS,Birner Dental Management Services,NASDAQ
BDSI,Biodelivery Sciences International,NASDAQ
BEAT,Cardionet,NASDAQ
BEAV,Be Aerospace,NASDAQ
BEBE,Bebe Stores,NASDAQ
BECN,Beacon Roofing Supply,NASDAQ
BELFA,Bel Fuse Inc.,NASDAQ
BELFB,Bel Fuse Inc.,NASDAQ
BERK,Berkshire Bancorp,NASDAQ
BFIN,Bankfinancial Corp.,NASDAQ
BGCP,Bgc Partners,NASDAQ
BGFV,Big 5 Sporting Goods Corp.,NASDAQ
BGMD,Bg Medicine,NASDAQ
BGSC,Bgs Acquisition Corp.,NASDAQ
BGSCU,Bgs Acquisition Corp.,NASDAQ
BGSCW,Bgs Acquisition Corp.,NASDAQ
BIB,Ultra Nasdaq Biotechnology Proshares,NASDAQ
BICK,BICK Index First Trust,NASDAQ
BIDU,Baidu,NASDAQ
BIIB,Biogen Idec Inc,NASDAQ
BIOD,Biodel Inc.,NASDAQ
BIOF,Biofuel Energy,NASDAQ
BIOL,Biolase Technology,NASDAQ
BIOS,Bioscrip,NASDAQ
BIRT,Actuate Corp.,NASDAQ
BIS,Ultrashort Nasdaq Biotech Proshares,NASDAQ
BJRI,Bj's Restaurants,NASDAQ
BKCC,Blackrock Kelso Capital Corp.,NASDAQ
BKEP,Blueknight Energy,NASDAQ
BKEPP,Blueknight Energy Partners L.P.,NASDAQ
BKMU,Bank Mutual Corp.,NASDAQ
BKSC,Bank Of South Carolina,NASDAQ
BKYF,The Bank Of Kentucky Financial,NASDAQ
BLDP,Ballard Power Systems,NASDAQ
BLDR,Builders Firstsource,NASDAQ
BLIN,Bridgeline Digital,NASDAQ
BLKB,Blackbaud,NASDAQ
BLMN,Bloomin' Brands Inc.,NASDAQ
BLMT,Bsb Bancorp Inc.,NASDAQ
BLRX,Biolinerx Ltd.,NASDAQ
BLUE,Bluebird Bio Inc.,NASDAQ
BMC,Bmc Software,NASDAQ
BMRC,Bank Of Marin Bancorp,NASDAQ
BMRN,Biomarin Pharmaceutical Inc.,NASDAQ
BMTC,Bryn Mawr Bank Corp.,NASDAQ
BNCL,Beneficial Mutual Bancorp,NASDAQ
BNCN,Bnc Bancorp,NASDAQ
BNDX,Vanguard Total International Bo,NASDAQ
BNSO,Bonso Electronics International,NASDAQ
BOBE,Bob Evans Farms,NASDAQ
BOCH,Bank Of Commerce Holdings [Ca],NASDAQ
BODY,Body Central,NASDAQ
BOFI,Bofi Holding,NASDAQ
BOKF,Bok Financial Corp.,NASDAQ
BOLT,Bolt Technology Corp.,NASDAQ
BONA,Bona Film Group Limited,NASDAQ
BONT,The Bon-Ton Stores,NASDAQ
BOOM,Dynamic Materials Corp.,NASDAQ
BOSC,B.O.S. Better Online Solutions,NASDAQ
BOTA,Biota Pharmaceuticals Inc.,NASDAQ
BOTJ,Bank Of The Jame Fnl,NASDAQ
BPFH,Boston Private Financial Holdings,NASDAQ
BPFHP,Boston Private Financial Holdings Inc.,NASDAQ
BPFHW,Boston Private Financial Holdings,NASDAQ
BPHX,Bluephoenix Solutions,NASDAQ
BPOP,Popular,NASDAQ
BPOPM,Popular,NASDAQ
BPOPN,Popular,NASDAQ
BRCD,Brocade Communications Systems,NASDAQ
BRCM,Broadcom Corp.,NASDAQ
BREW,Craft Brewers Alliance Inc,NASDAQ
BRID,Bridgford Foods Corp.,NASDAQ
BRKL,Brookline Bancorp,NASDAQ
BRKR,Bruker Corp.,NASDAQ
BRKS,Brooks Automation,NASDAQ
BRLI,Bio-Reference Laboratories,NASDAQ
BSDM,Bsd Medical Corp.,NASDAQ
BSET,Bassett Furniture Industries Inc.,NASDAQ
BSFT,Broadsoft,NASDAQ
BSPM,Biostar Pharmaceuticals,NASDAQ
BSQR,Bsquare Corp.,NASDAQ
BSRR,Sierra Bancorp,NASDAQ
BSTC,Biospecifics Technologies Corp,NASDAQ
BTUI,Btu International,NASDAQ
BUR,Burcon Nutrascience,NASDAQ
BUSE,First Busey Corp.,NASDAQ
BV,Bazaarvoice Inc.,NASDAQ
BVA,Cordia Bancorp Inc.,NASDAQ
BVSN,Broadvision,NASDAQ
BWEN,Broadwind Energy,NASDAQ
BWINA,Baldwin & Lyons,NASDAQ
BWINB,Baldwin & Lyons,NASDAQ
BWLD,Buffalo Wild Wings,NASDAQ
BYFC,Broadway Financial Corp.,NASDAQ
CA,CA Inc.,NASDAQ
CAAS,China Automotive Systems,NASDAQ
CAC,Camden National Corp.,NASDAQ
CACB,Cascade Bancorp,NASDAQ
CACC,Credit Acceptance Corp.,NASDAQ
CACGU,Chart Acquisition Corp.,NASDAQ
CACGW,Chart Acquisition Corp.,NASDAQ
CACH,Cache,NASDAQ
CADC,China Advanced Construction,NASDAQ
CADX,Cadence Pharmaceuticals,NASDAQ
CAFI,Camco Financial Corp.,NASDAQ
CAKE,The Cheesecake Factory Inc.,NASDAQ
CALD,Callidus Software,NASDAQ
CALI,China Auto Logistics Inc.,NASDAQ
CALL,Vocaltec Communications Ltd,NASDAQ
CALM,Cal-Maine Foods,NASDAQ
CAMP,Calamp,NASDAQ
CAMT,Camtek Ltd,NASDAQ
CAR,Avis Budget Group,NASDAQ
CARB,Carbonite Inc.,NASDAQ
CART,Carolina Trust Bank,NASDAQ
CARV,Carver Bancorp,NASDAQ
CARZ,Nasdaq Global Auto Index First Trust,NASDAQ
CASH,Meta Financial Group,NASDAQ
CASM,Cas Medical Systems,NASDAQ
CASS,Cass Information Systems Inc,NASDAQ
CASY,Caseys General Stores,NASDAQ
CATM,Cardtronics,NASDAQ
CATY,Cathay General Bancorp,NASDAQ
CAVM,Cavium Inc,NASDAQ
CBAK,China Bak Battery,NASDAQ
CBAN,Colony Bankcorp,NASDAQ
CBEY,Cbeyond,NASDAQ
CBF,Capital Bank Financial Corp.,NASDAQ
CBIN,Community Bank Shares Of Indiana,NASDAQ
CBLI,Cleveland Biolabs,NASDAQ
CBMX,Combimatrix Corp.,NASDAQ
CBMXW,Combimatrix Corp.,NASDAQ
CBNJ,Cape Bancorp,NASDAQ
CBNK,Chicopee Bancorp,NASDAQ
CBOE,CBOE Holdings,NASDAQ
CBPO,China Biologic Products,NASDAQ
CBRL,Cracker Barrel Old Country Store,NASDAQ
CBRX,Columbia Laboratories,NASDAQ
CBSH,Commerce Bancshares,NASDAQ
CBST,Cubist Pharmaceuticals,NASDAQ
CCBG,Capital City Bank Group,NASDAQ
CCCL,China Ceramics Co.,NASDAQ
CCCR,China Commercial Credit Inc.,NASDAQ
CCIH,Chinacache International,NASDAQ
CCIX,Coleman Cable,NASDAQ
CCMP,Cabot Microelectronics Corp.,NASDAQ
CCNE,Cnb Financial Corp.,NASDAQ
CCOI,Cogent Communications Group,NASDAQ
CCRN,Cross Country Healthcare,NASDAQ
CCUR,Concurrent Computer Corp.,NASDAQ
CCXI,Chemocentryx Inc.,NASDAQ
CDNS,Cadence Design Systems,NASDAQ
CDTI,Clean Diesel Technologies,NASDAQ
CDW,Cdw Corporation,NASDAQ
CDXS,Codexis,NASDAQ
CDZI,Cadiz,NASDAQ
CECE,Ceco Environmental,NASDAQ
CECO,Career Education Corp.,NASDAQ
CEDU,Chinaedu Corp.,NASDAQ
CELG,Celgene Corp.,NASDAQ
CELGZ,Celgene Corp.,NASDAQ
CEMI,Chembio Diagnostics,NASDAQ
CEMP,Cempra Inc.,NASDAQ
CENT,Central Garden & Pet Company,NASDAQ
CENTA,Central Garden & Pet Company,NASDAQ
CENX,Century Aluminum Company,NASDAQ
CERE,Ceres Inc.,NASDAQ
CERN,Cerner Corp.,NASDAQ
CERS,Cerus Corp.,NASDAQ
CETV,Central European Media Enterprises,NASDAQ
CEVA,Ceva,NASDAQ
CFBK,Central Federal Corp.,NASDAQ
CFFI,C&F Financial Corp.,NASDAQ
CFFN,Capitol Federal Financial,NASDAQ
CFNB,California First National Bancorp,NASDAQ
CFNL,Cardinal Financial Corp.,NASDAQ
CG,The Carlyle Group L.P.,NASDAQ
CGEN,Compugen Ltd,NASDAQ
CGIX,Cancer Genetics Inc,NASDAQ
CGNX,Cognex Corp.,NASDAQ
CGO,Calamos Global Total Return Fund,NASDAQ
CHCI,Comstock Homebuilding Companies,NASDAQ
CHCO,City Holding Company,NASDAQ
CHDN,Churchill Downs Inc.,NASDAQ
CHDX,Chindex International,NASDAQ
CHEF,The Chefs' Warehouse Inc.,NASDAQ
CHEV,Cheviot Financial Corp,NASDAQ
CHFC,Chemical Financial Corp.,NASDAQ
CHFN,Charter Financial,NASDAQ
CHI,Calamos Convertible Opportunities,NASDAQ
CHKE,Cherokee Inc.,NASDAQ
CHKP,Check Point Software Technologies Ltd,NASDAQ
CHLN,China Housing & Land Development,NASDAQ
CHMG,Chemung Financial Corp,NASDAQ
CHNR,China Natural Resources,NASDAQ
CHOP,China Gerui Advanced Materials,NASDAQ
CHRM,Charm Communications Inc.,NASDAQ
CHRW,C.H. Robinson Worldwide,NASDAQ
CHSCP,Chs Inc,NASDAQ
CHTP,Chelsea Therapeutics International,NASDAQ
CHTR,Charter Communications,NASDAQ
CHUY,Chuy's Holding Inc,NASDAQ
CHW,Calamos Global Dynamic,NASDAQ
CHXF,Wisdomtree China Dividend Ex-Fi,NASDAQ
CHY,Calamos Convertible And High,NASDAQ
CHYR,Chyron Corp.,NASDAQ
CIDM,Cinedigm Digital Cinema Corp,NASDAQ
CIEN,Ciena Corp.,NASDAQ
CIFC,Cifc Corp.,NASDAQ
CIMT,Cimatron Limited,NASDAQ
CINF,Cincinnati Financial Corp.,NASDAQ
CISAA,Cis Acquisition Ltd.,NASDAQ
CISAU,Cis Acquisition Ltd.,NASDAQ
CISAW,Cis Acquisition Ltd.,NASDAQ
CISG,Cninsure Inc.,NASDAQ
CITZ,Cfs Bancorp,NASDAQ
CIZN,Citizens Holding Company,NASDAQ
CJJD,China Jo-Jo Drugstores,NASDAQ
CKEC,Carmike Cinemas,NASDAQ
CKSW,Clicksoftware Technologies Ltd,NASDAQ
CLAC,Capitol Acquisition Corp. II,NASDAQ
CLACU,Capitol Acquisition Corp. II,NASDAQ
CLACW,Capitol Acquisition Corp. II,NASDAQ
CLBH,Carolina Bank Holdings Inc.,NASDAQ
CLCT,Collectors Universe,NASDAQ
CLDX,Celldex Therapeutics Inc,NASDAQ
CLFD,Clearfield,NASDAQ
CLIR,Clearsign Combustion Corporatio,NASDAQ
CLMS,Calamos Asset Management,NASDAQ
CLMT,Calumet Specialty Products,NASDAQ
CLNE,Clean Energy Fuels,NASDAQ
CLNT,Cleantech Solutions International Inc,NASDAQ
CLRO,Clearone Communications Inc.,NASDAQ
CLRX,Tegal Corp.,NASDAQ
CLSN,Celsion Corp.,NASDAQ
CLUB,Town Sports International Holdings,NASDAQ
CLVS,Clovis Oncology Inc.,NASDAQ
CLWT,Euro Tech Holdings Company,NASDAQ
CMCO,Columbus Mckinnon Corp.,NASDAQ
CMCSA,Comcast Corp.,NASDAQ
CMCSK,Comcast Corp.,NASDAQ
CME,Cme Group Inc.,NASDAQ
CMGE,China Mobile Games And Entertai,NASDAQ
CMLS,Cumulus Media Inc.,NASDAQ
CMRX,Chimerix Inc.,NASDAQ
CMSB,Cms Bancorp,NASDAQ
CMTL,Comtech Telecommunications,NASDAQ
CNAT,Conatus Pharmaceuticals Inc.,NASDAQ
CNBC,Center Bancorp,NASDAQ
CNBKA,Century Bancorp,NASDAQ
CNDO,Coronado Biosciences,NASDAQ
CNET,Chinanet Online Holdings,NASDAQ
CNIT,China Information Technology,NASDAQ
CNMD,Conmed Corp.,NASDAQ
CNOB,Connectone Bancorp Inc.,NASDAQ
CNQR,Concur Technologies,NASDAQ
CNSI,Comverse,NASDAQ
CNSL,Consolidated Communications Holdings,NASDAQ
CNTF,China Techfaith Wireless,NASDAQ
CNTY,Century Casinos,NASDAQ
CNYD,China Yida Holding Co.,NASDAQ
COA,Coastal Contacts Inc,NASDAQ
COB,Solarwinds Inc.,NASDAQ
COBK,Colonial Financial Services,NASDAQ
COBR,Cobra Electronics Corp.,NASDAQ
COBZ,Cobiz Financial Inc.,NASDAQ
COCO,Corinthian Colleges,NASDAQ
COGO,Cogo Group,NASDAQ
COHR,Coherent,NASDAQ
COHU,Cohu,NASDAQ
COKE,Coca-Cola Bottling Co. Consolidated,NASDAQ
COLB,Columbia Banking System,NASDAQ
COLM,Columbia Sportswear Company,NASDAQ
CONE,Cyrusone Inc,NASDAQ
CONN,Conn's,NASDAQ
COOL,Majesco Entertainment Company,NASDAQ
CORE,Core-Mark Holding Company,NASDAQ
CORT,Corcept Therapeutics Inc.,NASDAQ
COSI,Cosi,NASDAQ
COST,Costco Wholesale Corp.,NASDAQ
COWN,Cowen Group,NASDAQ
CPAH,Counterpath Corporation,NASDAQ
CPGI,China Shengda Packaging Group,NASDAQ
CPHC,Canterbury Park Holding Corp.,NASDAQ
CPHD,Cepheid,NASDAQ
CPIX,Cumberland Pharmaceuticals Inc.,NASDAQ
CPLA,Capella Education Company,NASDAQ
CPLP,Capital Product Partners L.P.,NASDAQ
CPRT,Copart,NASDAQ
CPRX,Catalyst Pharmaceutical Partners,NASDAQ
CPSI,Computer Programs And Systems,NASDAQ
CPSL,China Precision Steel,NASDAQ
CPSS,Consumer Portfolio Services,NASDAQ
CPST,Capstone Turbine Corp.,NASDAQ
CPWR,Compuware Corp.,NASDAQ
CRAI,Cra Internationalinc.,NASDAQ
CRAY,Cray Inc,NASDAQ
CRDC,Cardica,NASDAQ
CRDS,Crossroads Systems#,NASDAQ
CREE,Cree,NASDAQ
CREG,China Recycling Energy Corp.,NASDAQ
CRESW,Cresud S.A.C.I.F. Y A.,NASDAQ
CRESY,Cresud S.A.C.I.F. Y A.,NASDAQ
CRIS,Curis,NASDAQ
CRMB,Crumbs Bake Shop Inc.,NASDAQ
CRMBU,Crumbs Bake Shop Inc. Un,NASDAQ
CRMBW,Crumbs Bake Shope Inc. Wt,NASDAQ
CRME,Cardiome Pharma Corp.,NASDAQ
CRMT,America's Car-Mart,NASDAQ
CRNT,Ceragon Networks Ltd,NASDAQ
CROX,Crocs,NASDAQ
CRRB,Carrollton Bancorp,NASDAQ
CRRC,Courier Corp.,NASDAQ
CRTX,Cornerstone Therapeutics Inc.,NASDAQ
CRUS,Cirrus Logic,NASDAQ
CRVL,Corvel,NASDAQ
CRWN,Crown Media Holdings,NASDAQ
CRWS,Crown Crafts,NASDAQ
CRZO,Carrizo Oil & Gas,NASDAQ
CSBK,Clifton Savings Bancorp,NASDAQ
CSCD,Cascade Microtech,NASDAQ
CSCO,Cisco Systems,NASDAQ
CSFL,Centerstate Banks,NASDAQ
CSGP,Costar Group,NASDAQ
CSGS,Csg Systems International,NASDAQ
CSII,Cardiovascular Systems,NASDAQ
CSIQ,Canadian Solar Inc.,NASDAQ
CSOD,Cornerstone Ondemand Inc.,NASDAQ
CSPI,Csp Inc.,NASDAQ
CSQ,Calamos Strategic Total Return Fund,NASDAQ
CSRE,Csr Plc,NASDAQ
